,Ram,MRP
1367,BRTY NA DDR3 8 GB PC (8GB DDR3 RAM DESKTOP),"₹1,750"
1368,REO Desktop 8 GB DDR3 RAM PC3-12800 240-Pin DIMM DDR3 8 GB (Single Channel) PC (DDR3 8GB),"₹2,400"
1369,SAMSUNG Pc3-10600/1333 DDR3 4 GB PC (4GB DDR3 1333 M378B5273DH0-CH9),₹911
1370,AVN ULTRA DDR3 1 GB (Dual Channel) PC (M378B2873GHO),"₹2,400"
1371,Starlite DDR4 4GB Desktop Ram (2400MHz) DDR4 4 GB PC (PC2400),"₹1,850"
1372,AARVEX DDR4 2400 DDR4 8 GB (Single Channel) PC (DDR4 2400MHZ),"₹2,275"
1373,hinix ddr3 DDR3 2 GB (Single Channel) PC (ra123),"₹1,300"
1374,STELLULAR 3200/25600MHZ DDR4 8 GB (Dual Channel) PC (ST8GD4-25600U),"₹1,899"
1375,REO DESKTOP DDR4 4 GB RAM 2666MHz PC4-21300 288-Pin DIMM DDR4 8 GB (Single Channel) PC DRAM (DDR4 8GB),"₹4,250"
1376,aoxer Desktop RAM 2017-07 DDR4 8 GB PC (AAP24D4G8),"₹4,999"
1377,Crucial CT DDR4 4 GB (Single Channel) PC SDRAM (CT4G4DFS8266),"₹1,099"
1378,STELLULAR 2666/21300MHZ DDR4 4 GB (Dual Channel) PC (ST4GD4-21300U),"₹1,140"
1379,Rex ddr DDR2 2 GB (Single Channel) PC (Ram ddr2),₹850
1380,REO DESKTOP PC-3 12800 240-Pin DIMM DDR3 4 GB (Single Channel) PC (DDR3 4GB),"₹1,500"
1381,Hynix ddr2 DDR2 2 GB PC (2gb ddr2 destop),₹508
1382,MANSI ULTRA DDR2 2 GB (Dual Channel) PC (MANSI01),"₹1,800"
1383,SAMSUNG DDR3 1333MHZ DDR3 4 GB (Dual Channel) PC (M378B5273CH0-CH9 PC3-10600U DESKTOP PC RAM),"₹1,180"
1384,Thermaltake TOUGHRAM Z-ONE RGB DDR4 8 GB (Dual Channel) PC (R019D408GX2-3200C16A),"₹9,172"
1385,G.Skill Trident Z Neo 3200 Mhz DDR4 16 GB (Dual Channel) PC (F4-3200C16D-16GTZN),"₹16,999"
1386,G.Skill Ripjaws DDR4 16 GB (Single Channel) PC SDRAM (F4-3200C16S-16GVK - 1*16GB 3200 MHz Desktop RAM),"₹14,599"
1387,G.Skill Ripjaws V DDR4 8 GB (Single Channel) PC (2400 MHz Desktop RAM - F4-2400C17S-8GVR),"₹4,999"
1388,ADATA GAMMIX D30 DDR4 8 GB (Single Channel) PC SDRAM (8 GB 3200 MHz AX4U32008G16A-SR30 Desktop RAM),"₹6,299"
1389,HIKVISION DESKTOP MEMORY DDR4 4 GB (Dual Channel) PC DRAM (HKED404),"₹1,795"
1390,HIKVISION DESKTOP MEMORY DDR4 8 GB (Single Channel) PC (HKEDX4081CBA1D0ZA1 8G),"₹1,395"
1391,"ShopGlobal Desktop DDR4 8 GB (Quad Channel) PC, PC (MST-1867)","₹2,024"
1392,G.Skill Ripjaws DDR4 8 GB (Single Channel) PC SDRAM (F4-3600C18S-8GVK - 1*8GB 3600 MHz Desktop RAM),"₹7,599"
1393,Thermaltake TOUGHRAM RGB DDR4 8 GB (Dual Channel) PC (RG28D408GX2-3600C18A),"₹11,361"
1394,"ShopGlobal Desktop DDR3 8 GB (Dual Channel) PC, PC (MST-1858)","₹1,709"
1395,Thermaltake TOUGHRAM RGB DDR4 8 GB (Dual Channel) PC (R022D408GX2-3600C18A),"₹10,950"
1396,G.Skill Ripjaws DDR4 32 GB (Single Channel) PC SDRAM (F4-3200C16S-32GVK - 1*32GB 3200 MHz Desktop RAM),"₹28,599"
1397,PremiumAV Desktop DDR4 8 GB (Dual Channel) PC (Desktop RAM 2666 MHz),"₹2,999"
1398,Thermaltake TOUGHRAM RGB DDR4 8 GB (Dual Channel) PC (R009D408GX2-3200C16A),"₹10,266"
1399,"Starlite Gold 8GB DDR3 1600MHZ Desktop RAM DDR3 8 GB PC Desktop Ram (DDR3 ,1600Mhz)","₹1,550"
1400,XPG Spectrix D50 DDR4 16 GB (Dual Channel) PC (3200 MHz Desktop RAM - AX4U32008G16A- DT50),"₹13,299"
1401,Thermaltake TOUGHRAM RGB DDR4 8 GB (Dual Channel) PC (RG25D408GX2-3600C18A),"₹11,361"
1402,Simmtronics 2666 MHz DDR4 4 GB PC (PC),₹999
1403,SIMMTRONICS 2133 MHz DDR4 8 GB PC (DDR4),"₹2,618"
1404,simtronics ddr3 DDR3 4 GB PC (DLUD3SIM0008),₹699
1405,GEONIX RAM DDR3 4 GB (Dual Channel) PC 4 GB DDR3 (RAM DDR3),₹499
1406,Hynix 002 DDR3 4 GB (Dual Channel) PC (DDR3 4GB RAM),₹494
1407,Hynix ddr3 DDR3 2 GB PC (2gb ddr3 destop),₹555
1408,Simmtronics 2400 MHz DDR4 4 GB PC (RAM),₹999
1409,DAICHI 1600 DDR3 8 GB (Dual Channel) PC (8GB RAM),"₹1,614"
1410,"simtronics U-DIMM 2400MHZ DDR4 8 GB (Single Channel) PC, Server (Desktop RAM)","₹1,525"
1411,PremiumAV Desktop DDR4 4 GB (Dual Channel) PC (MST-1860),"₹1,299"
1412,PremiumAV Desktop DDR4 16 GB (Dual Channel) PC (MST-1868),"₹4,999"
1413,TECH- Assemblers DDR2 DDR2 2 GB (Dual Channel) PC (DDR2-2GB),₹699
1414,PremiumAV Desktop DDR3 2 GB (Dual Channel) PC (MST-1855),₹599
1415,KINGSTON KVR DDR3 4 GB (Single Channel) PC (KVR16N11S8/4-SP),"₹2,100"
1416,"Frontech RAM DDR4 4 GB PC (2133/2400 MHz Desktop RAM Memory, Suitable for Gaming, Multitasking)",₹859
1417,Starlite DDR DDR4 8 GB PC (8GB DDR4 PC2400),"₹1,799"
1418,KINGSTON PC4-21300 Desktop PC DDR4 4 GB (Single Channel) PC (Hyper X HX426C15FB/4 DDR4-2666 CL15 288-Pin DIMM),"₹4,899"
1419,KINGSTON RAM DDR4 8 GB PC 288-Pin DDR4 SDRAM (2400MHz Non-ECC CL17 DIMM 1Rx8 Desktop Memory - KVR24N17S8 8),"₹2,699"
1420,Hynix 1600Mhz low voltage 1.35V DDR3 4 GB PC (GB_007),₹460
1421,PremiumAV Desktop DDR3 2 GB (Dual Channel) PC (MST-1854),₹599
1422,SIMMRTONICS 1333 DESKTOP 4GB DDR3 DDR3 4 GB (Single Channel) PC (PC 1333 DESKTOP 4GB DDR3),₹699
1423,EXPERTRONICS PRO DDR3 4 GB (Dual Channel) PC (EXP4GB31600D),₹480
1424,Starlite DDR DDR4 8 GB (Single Channel) PC (8GB DDR4 PC3200),"₹1,850"
1425,Grabdeal DLUD3SIM0007 DDR3 2 GB PC (2GB DDR3 1333 U-DIMM The Ordinary Ram Optimizing Performance),₹599
1426,Simmtronics DESKTOP RAM DDR2 1 GB (Single Channel) PC (400Mhz),"₹2,045"
1427,Grabdeal DLUD2SIM0007 DDR2 2 GB PC (DLUD2SIM0007 2GB DDR2 667 U-DIMM The Ordinary Ram Optimizing Performance),₹649
1428,PremiumAV Desktop DDR3 8 GB (Dual Channel) PC (MST-1859),"₹1,999"
1429,Crucial CL19 DDR4 8 GB (Single Channel) PC (Basic 1.2v (CB8GU2666)),"₹1,999"
1430,"Starlite GOLD 8GB DDR4 3200 MHZ Desktop RAM , DDR4 8 GB PC (8GB,3200MHZ)","₹1,899"
1431,Dandy 2RX8 PC2=6400U-66-12 DDR2 2 GB PC (High Speed Ram For PC),₹649
1432,Hynix ram DDR2 2 GB (Single Channel) PC (ram 2gb ddr2),₹384
1433,SIMMRTONICS DDR3 1333 4GB DSKTP DDR3 4 GB (Single Channel) PC (DDR3 1333 4GB DSKTP),₹699
1434,simtronics 2 GB DDR3 1333Mhz DDR3 2 GB (Single Channel) PC (2GB DDR3 DIMM RAM 1333Mhz),₹375
1435,Starlite 4GB DDR3 PC1333U (1333MHz) DDR3 4 GB (Single Channel) PC (DESKTOP RAM),"₹1,305"
1436,Simmtronics 2400 MHz DDR4 16 GB PC (2400 MHz),"₹2,775"
1437,Simmtronics 2133 MHz DDR4 16 GB PC (2133 MHz),"₹5,292"
1438,Hynix ddr3 DDR3 2 GB PC (HMT125S6TFR8C),₹350
1439,Hynix MODULE DDR3 2 GB (Single Channel) PC (10600U-09-10-F3),₹370
